0.000000000000000000e+00,6.808062820097990908e+00,3.660581875207621749e+01,1.449003296756300685e+01,6.901295547350187742e-02,1.731478355056400020e-01,-4.698445362642269529e-01,6.338218283833765732e+00,-2.349222681321134765e-01,-2.349222681321134765e-01,2.506597257592337868e+00,-2.506597257592337868e+00,5.141000000000051529e+00,3.450647773675093871e-02,8.657391775282000101e-02
1.000000000000000000e+00,8.437729787742211940e+00,9.571244630312136792e+01,1.133625169242782782e+01,8.821257917799768533e-02,8.038051661947286097e-02,-7.443139069837583222e-01,7.693415880758448289e+00,-3.721569534918792721e-01,-3.721569534918792721e-01,2.748620578167546125e+00,-2.748620578167546125e+00,4.624999999999879208e+00,4.410628958899884267e-02,4.019025830973643049e-02
2.000000000000000000e+00,4.969972132148761546e+00,7.809229252610549565e+01,2.195764085380385566e+01,4.554223318698483874e-02,6.074387559806721654e-02,-2.263436297751351134e-01,4.743628502373626432e+00,-1.131718148875675845e-01,-1.131718148875675845e-01,2.175044974865734115e+00,-2.175044974865734115e+00,6.047000000000354092e+00,2.277111659349241937e-02,3.037193779903360827e-02
3.000000000000000000e+00,4.672298999938873099e-01,2.110647653983776095e+01,4.579390927235161257e+01,2.183696513116334739e-02,2.165340179337184659e-02,-1.020288303440342048e-02,4.570270169594838339e-01,-5.101441517201682485e-03,-5.101441517201682485e-03,6.760184851421819907e-01,-6.760184851421819907e-01,1.991900000000136117e+01,1.091848256558167370e-02,1.082670089668592329e-02
4.000000000000000000e+00,8.610223162932761909e-01,7.957558008708369357e+01,5.591070617089611972e+01,1.788566212960018484e-02,1.062665658399977037e-02,-1.539995423526741014e-02,8.456223620580090028e-01,-7.699977117633706805e-03,-7.699977117633706805e-03,9.195450355531241682e-01,-9.195450355531241682e-01,1.449199999999740740e+01,8.942831064800092419e-03,5.313328291999885183e-03
5.000000000000000000e+00,1.004284069749457053e+00,6.863996006574488717e+01,6.236912542463187492e+01,1.603357419543136736e-02,1.439659646738338308e-02,-1.610226314561780114e-02,9.881818066038394743e-01,-8.051131572808841591e-03,-8.051131572808841591e-03,9.940407365315752086e-01,-9.940407365315752086e-01,1.339799999999801372e+01,8.016787097715683680e-03,7.198298233691691542e-03
6.000000000000000000e+00,3.317820546372766355e+00,9.324021907522011077e+01,4.634762744445125549e+01,2.157607746369593488e-02,3.481582331584544276e-02,-7.158555311918091135e-02,3.246234993253584999e+00,-3.579277655959049037e-02,-3.579277655959049037e-02,1.801375549517573837e+00,-1.801375549517573837e+00,7.438000000000818623e+00,1.078803873184796744e-02,1.740791165792272138e-02
7.000000000000000000e+00,4.358395665305779154e+00,7.388896873302923041e+01,1.052662813566351829e+01,9.499718115927989481e-02,5.338226301379857264e-02,-4.140353025808729548e-01,3.944360362724905311e+00,-2.070176512904364219e-01,-2.070176512904364219e-01,1.975222532976752099e+00,-1.975222532976752099e+00,6.487000000000501032e+00,4.749859057963994741e-02,2.669113150689928632e-02
8.000000000000000000e+00,3.163310090035616806e+00,9.026033083488439956e+01,3.759539181653023121e+01,2.659900460354591364e-02,3.411431314185100344e-02,-8.414089964730031568e-02,3.079169190388316490e+00,-4.207044982365014396e-02,-4.207044982365014396e-02,1.754251768601061467e+00,-1.754251768601061467e+00,7.597000000000871722e+00,1.329950230177295682e-02,1.705715657092550172e-02
9.000000000000000000e+00,1.239752383637080868e+01,7.706435534298312007e+01,1.346552598388517197e+01,7.426371618878808978e-02,1.489253701489351711e-01,-9.206861916279757141e-01,1.147683764474282953e+01,-4.603430958139878570e-01,-4.603430958139878570e-01,3.356325651494387330e+00,-3.356325651494387330e+00,3.789999999999693614e+00,3.713185809439404489e-02,7.446268507446758556e-02
1.000000000000000000e+01,2.714055080753766003e+00,5.743385912542664329e+01,1.103800452132036902e+01,9.059608537652417970e-02,4.297416806958945235e-02,-2.458827658125573024e-01,2.468172314941208256e+00,-1.229413829062786373e-01,-1.229413829062786373e-01,1.566224036116895535e+00,-1.566224036116895535e+00,8.243000000000870742e+00,4.529804268826208985e-02,2.148708403479472617e-02
1.100000000000000000e+01,1.704333408782616521e+00,2.777070244963246992e+01,7.655536903404333238e+00,1.306244111442152467e-01,5.335500114029646107e-02,-2.226275479156423209e-01,1.481705860866974200e+00,-1.113137739578211743e-01,-1.113137739578211743e-01,1.212153086286646086e+00,-1.212153086286646086e+00,1.065199999999953562e+01,6.531220557210762334e-02,2.667750057014823054e-02
1.200000000000000000e+01,5.545900857891932212e+00,8.683177621926709833e+01,2.236889099522040070e+01,4.470494313793525742e-02,6.101420362532766067e-02,-2.479291825006848526e-01,5.297971675391247359e+00,-1.239645912503424263e-01,-1.239645912503424263e-01,2.298391710633194585e+00,-2.298391710633194585e+00,5.728000000000247560e+00,2.235247156896762871e-02,3.050710181266383034e-02
1.300000000000000000e+01,5.512962941152998120e+00,7.980840400131437207e+01,1.956433371500311935e+01,5.111341968334649766e-02,6.554668794726124792e-02,-2.817863885098903509e-01,5.231176552643109545e+00,-1.408931942549451755e-01,-1.408931942549451755e-01,2.282832814828047674e+00,-2.282832814828047674e+00,5.733000000000249230e+00,2.555670984167324883e-02,3.277334397363062396e-02
1.400000000000000000e+01,2.304572944380829824e+00,4.629229156464779749e+01,2.815131353763919009e+01,3.552232114011193848e-02,4.801467132072470556e-02,-8.186378022110929464e-02,2.222709164159720974e+00,-4.093189011055464732e-02,-4.093189011055464732e-02,1.490313304151747342e+00,-1.490313304151747342e+00,8.865000000000526015e+00,1.776116057005596924e-02,2.400733566036235278e-02
1.500000000000000000e+01,9.851572161854903475e-01,7.843241242127491830e+01,4.855465999987856662e+01,2.059534553434214099e-02,1.230189832399924445e-02,-2.028965327299081522e-02,9.648675629124994213e-01,-1.014482663649535037e-02,-1.014482663649535037e-02,9.822243355797160014e-01,-9.822243355797160014e-01,1.354199999999793391e+01,1.029767276717107050e-02,6.150949161999622224e-03
1.600000000000000000e+01,1.252883680562723789e+01,9.861313624933360700e+01,1.292006167149707352e+01,7.739901135349054606e-02,1.172168096777327223e-01,-9.697195821647710545e-01,1.155911722346246506e+01,-4.848597910823855273e-01,-4.848597910823855273e-01,3.365119345053605660e+00,-3.365119345053605660e+00,3.770999999999695707e+00,3.869950567674527303e-02,5.860840483886636115e-02
1.700000000000000000e+01,3.526051623960658077e+00,2.521231608740257002e+01,1.426236616137464175e+01,7.011459309663506390e-02,1.300485023963032227e-01,-2.472276748517310274e-01,3.278823949108927494e+00,-1.236138374258654582e-01,-1.236138374258654582e-01,1.806528042490837649e+00,-1.806528042490837649e+00,7.176000000000731127e+00,3.505729654831753195e-02,6.502425119815161136e-02
1.800000000000000000e+01,1.279952505981059030e+00,5.078088134374912954e+01,6.417891792511920812e+01,1.558144064016084816e-02,2.481266509451771768e-02,-1.994350399416888742e-02,1.260009001986890143e+00,-9.971751997084443708e-03,-9.971751997084443708e-03,1.122456932870476987e+00,-1.122456932870476987e+00,1.186199999999886501e+01,7.790720320080424081e-03,1.240633254725885884e-02
1.900000000000000000e+01,1.167934065969083335e+00,6.770324703308567393e+01,4.126973899223107622e+01,2.423082928118948029e-02,1.683278284198063551e-02,-2.830001096418222062e-02,1.139634055004900892e+00,-1.415000548209110857e-02,-1.415000548209110857e-02,1.067442659982145381e+00,-1.067442659982145381e+00,1.243499999999854744e+01,1.211541464059474014e-02,8.416391420990317757e-03
2.000000000000000000e+01,4.221407990706176783e+00,7.850041030620663207e+01,3.080291736607827247e+01,3.246445744458122118e-02,5.202982066850102283e-02,-1.370457200704953138e-01,4.084362270635680581e+00,-6.852286003524765690e-02,-6.852286003524765690e-02,2.019818528553560810e+00,-2.019818528553560810e+00,6.587000000000534428e+00,1.623222872229061059e-02,2.601491033425051141e-02
2.100000000000000000e+01,5.044158145433183194e+00,8.006541485744034503e+01,1.024501957059166735e+01,9.760840309866272713e-02,5.685108772601765031e-02,-4.923522215528448598e-01,4.551805923880337446e+00,-2.461761107764222634e-01,-2.461761107764222634e-01,2.119245914556244337e+00,-2.119245914556244337e+00,6.028000000000347747e+00,4.880420154933136356e-02,2.842554386300882516e-02
2.200000000000000000e+01,1.517949342503426946e+00,3.735620688755505370e+01,4.442058407848762158e+01,2.251208579862614897e-02,3.971969480555936904e-02,-3.417220583640512288e-02,1.483777136667021601e+00,-1.708610291820256838e-02,-1.708610291820256838e-02,1.217984072865524237e+00,-1.217984072865524237e+00,1.090299999999939651e+01,1.125604289931307449e-02,1.985984740277968452e-02
2.300000000000000000e+01,4.245005919395575589e+00,8.575292329742298136e+01,1.504932444890936694e+01,6.644816539073755690e-02,4.621338738778612426e-02,-2.820728554166569424e-01,3.962933063978918202e+00,-1.410364277083284712e-01,-1.410364277083284712e-01,1.985709392141304930e+00,-1.985709392141304930e+00,6.530000000000515392e+00,3.322408269536877845e-02,2.310669369389306213e-02
2.400000000000000000e+01,7.628014184004118903e+00,6.961065430670281273e+01,1.322252679355554328e+01,7.562851001272953566e-02,1.012936727450494401e-01,-5.768953470921989179e-01,7.051118836911919097e+00,-2.884476735460994590e-01,-2.884476735460994590e-01,2.639681188427451364e+00,-2.639681188427451364e+00,4.853999999999955683e+00,3.781425500636476783e-02,5.064683637252472004e-02
2.500000000000000000e+01,3.611711892987337524e+00,6.916601073024126833e+01,2.144640337775908279e+01,4.662786493314988873e-02,4.978320192692804735e-02,-1.684064143236652100e-01,3.443305478663673203e+00,-8.420320716183263277e-02,-8.420320716183263277e-02,1.853703131185609809e+00,-1.853703131185609809e+00,7.085000000000700737e+00,2.331393246657494436e-02,2.489160096346402368e-02
2.600000000000000000e+01,1.824911549996119930e+00,5.373820520115032906e+01,5.336798400674066301e+01,1.873782603205874711e-02,3.332297139708092354e-02,-3.419487514772190373e-02,1.790716674848397805e+00,-1.709743757386095186e-02,-1.709743757386095186e-02,1.338067394594459891e+00,-1.338067394594459891e+00,9.951999999999923574e+00,9.368913016029373556e-03,1.666148569854046177e-02
2.700000000000000000e+01,1.637397331938807099e+00,1.012594661126784246e+01,8.070193826806301374e+00,1.239127611381968530e-01,1.416660547925151226e-01,-2.028944244808541519e-01,1.434502907457953169e+00,-1.014472122404271037e-01,-1.014472122404271037e-01,1.193403272404847337e+00,-1.193403272404847337e+00,1.083499999999943419e+01,6.195638056909842650e-02,7.083302739625756128e-02
2.800000000000000000e+01,6.073519680204567450e+00,2.476503355267646356e+01,1.093692484478326321e+01,9.143337950950479465e-02,2.228221188793665652e-01,-5.553224298785900404e-01,5.518197250325976633e+00,-2.776612149392948536e-01,-2.776612149392948536e-01,2.332616878110164826e+00,-2.332616878110164826e+00,5.472000000000162068e+00,4.571668975475239732e-02,1.114110594396832826e-01
2.900000000000000000e+01,2.188936424698356475e+00,9.857936293592112520e+01,7.720587341028395656e+01,1.295238245263861249e-02,2.191720882154190794e-02,-2.835194173720445576e-02,2.160584482961151576e+00,-1.417597086860222788e-02,-1.417597086860222788e-02,1.469824317668980918e+00,-1.469824317668980918e+00,9.113000000000388567e+00,6.476191226319306243e-03,1.095860441077095397e-02
3.000000000000000000e+01,3.631266646805612286e+00,9.153908385763071465e+01,1.422264578558384329e+01,7.031040602962958241e-02,3.687988422210364964e-02,-2.553158323387538786e-01,3.375950814466857963e+00,-1.276579161693769116e-01,-1.276579161693769116e-01,1.832935970214494725e+00,-1.832935970214494725e+00,7.071000000000696062e+00,3.515520301481479121e-02,1.843994211105182482e-02
3.100000000000000000e+01,6.708834478070905272e-01,1.398440132664178392e+01,5.374621632935714644e+01,1.860596090842923239e-02,4.708110138034690695e-02,-1.248243120401115736e-02,6.584010166030795919e-01,-6.241215602005579545e-03,-6.241215602005579545e-03,8.113951342169172243e-01,-8.113951342169172243e-01,1.647299999999714970e+01,9.302980454214616196e-03,2.354055069017345347e-02
3.200000000000000000e+01,2.005604063254738278e+00,7.903437540784592841e+01,4.737108707934680751e+01,2.110992298582878290e-02,2.484065833136788956e-02,-4.233814731537299814e-02,1.963265915939365280e+00,-2.116907365768649560e-02,-2.116907365768649560e-02,1.401005990800839207e+00,-1.401005990800839207e+00,9.500000000000174083e+00,1.055496149291439145e-02,1.242032916568394478e-02
3.300000000000000000e+01,6.561340717713396442e-01,3.640938596383247017e+01,7.829571171668550278e+01,1.277209157531537277e-02,1.779084843574243666e-02,-8.380204450348038847e-03,6.477538673209914943e-01,-4.190102225174018556e-03,-4.190102225174018556e-03,8.048206696925308545e-01,-8.048206696925308545e-01,1.663499999999734769e+01,6.386045787657686386e-03,8.895424217871218328e-03
3.400000000000000000e+01,1.572686936716250150e+00,6.031294787572341676e+01,7.371385859180907119e+01,1.356597007813016391e-02,2.572170599233678662e-02,-2.133502392575881146e-02,1.551351912790491339e+00,-1.066751196287940573e-02,-1.066751196287940573e-02,1.245487100286074122e+00,-1.245487100286074122e+00,1.070899999999950403e+01,6.782985039065081954e-03,1.286085299616839331e-02
3.500000000000000000e+01,2.218517716761649883e+00,8.047890605317461166e+01,2.830339103958070979e+01,3.533145546417233024e-02,2.659248692373332099e-02,-7.838345990624118187e-02,2.140134256855408701e+00,-3.919172995312059093e-02,-3.919172995312059093e-02,1.462394702246520906e+00,-1.462394702246520906e+00,9.034000000000432351e+00,1.766572773208616512e-02,1.329624346186666049e-02
3.600000000000000000e+01,1.514500567177034629e+00,9.675017128823014900e+01,4.564265793867649279e+01,2.190932879815099543e-02,1.531076231247946277e-02,-3.318169089126765670e-02,1.481318876285767194e+00,-1.659084544563382488e-02,-1.659084544563382488e-02,1.216981355704829904e+00,-1.216981355704829904e+00,1.091499999999938986e+01,1.095466439907549772e-02,7.655381156239731387e-03
3.700000000000000000e+01,4.824770369592754626e+00,3.877293523515254492e+01,6.588273854861607326e+00,1.517848258936719541e-01,1.055489715763602010e-01,-7.323269305255828421e-01,4.092443439067171340e+00,-3.661634652627914766e-01,-3.661634652627914766e-01,1.989564715151008967e+00,-1.989564715151008967e+00,6.377000000000464297e+00,7.589241294683597705e-02,5.277448578818010050e-02
3.800000000000000000e+01,2.089853842978536935e+00,5.743769260464716098e+01,2.144014099714961930e+01,4.664148431360343877e-02,3.468767402370077912e-02,-9.747388523500744029e-02,1.992379957743529495e+00,-4.873694261750372014e-02,-4.873694261750372014e-02,1.410675252553835302e+00,-1.410675252553835302e+00,9.314000000000277169e+00,2.332074215680171939e-02,1.734383701185038956e-02
3.900000000000000000e+01,2.024749833145434774e+00,9.641884558191617316e+01,2.110481438530559473e+01,4.738255365544737779e-02,2.000451264373280524e-02,-9.593781760787156720e-02,1.928812015537563207e+00,-4.796890880393579054e-02,-4.796890880393579054e-02,1.387988112098126781e+00,-1.387988112098126781e+00,9.464000000000194035e+00,2.369127682772368890e-02,1.000225632186640262e-02
4.000000000000000000e+01,8.843066700690222603e+00,9.455524157034186317e+01,2.080461307896248968e+01,4.806626281414454888e-02,8.902746577311082543e-02,-4.250531681183860044e-01,8.418013532571837487e+00,-2.125265840591929190e-01,-2.125265840591929190e-01,2.893587044420811605e+00,-2.893587044420811605e+00,4.531999999999848150e+00,2.403313140707227444e-02,4.451373288655541272e-02
4.100000000000000000e+01,9.480192665475858149e+00,6.796483287559019004e+01,1.541941778614914682e+01,6.485329173052652163e-02,1.304405615343487979e-01,-6.148217005957032910e-01,8.865370964880154858e+00,-3.074108502978517010e-01,-3.074108502978517010e-01,2.961565385737635392e+00,-2.961565385737635392e+00,4.345999999999786034e+00,3.242664586526326082e-02,6.522028076717439893e-02
4.200000000000000000e+01,1.499697556966291145e+00,3.854991413686994406e+01,6.276700218519572161e+01,1.593193820296647661e-02,3.828295084979382867e-02,-2.389308880072671393e-02,1.475804468165564431e+00,-1.194654440036335696e-02,-1.194654440036335696e-02,1.214768187039179548e+00,-1.214768187039179548e+00,1.096399999999936270e+01,7.965969101483238307e-03,1.914147542489691434e-02
4.300000000000000000e+01,2.969198005152722697e+00,3.846046448361646952e+01,5.478030950055361004e+00,1.825473439484481264e-01,6.310841089007131199e-02,-5.420192094976599151e-01,2.427178795655061894e+00,-2.710096047488299020e-01,-2.710096047488299020e-01,1.534187925186789148e+00,-1.534187925186789148e+00,8.318000000000829175e+00,9.127367197422406320e-02,3.155420544503565600e-02
